LR_Pluse,RR_Pluse
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1900,1980
1901,1980
1901,1980
1901,1980
1901,1980
1901,1981
1901,1981
1901,1981
1901,1981
1902,1981
1902,1981
1902,1982
1902,1982
1902,1982
1902,1982
1903,1982
1903,1983
1903,1983
1903,1983
1904,1983
1904,1984
1904,1984
1904,1984
1905,1984
1905,1985
1905,1985
1906,1986
1906,1986
1906,1986
1907,1987
1907,1987
1908,1987
1908,1988
1908,1988
1909,1989
1909,1989
1910,1989
1910,1990
1911,1990
1911,1991
1912,1991
1912,1992
1913,1992
1913,1993
1914,1993
1914,1994
1915,1994
1915,1995
1916,1995
1916,1996
1917,1996
1917,1997
1918,1997
1918,1998
1919,1999
1919,1999
1920,2000
1920,2000
1921,2001
1922,2001
1922,2002
1923,2002
1923,2003
1924,2004
1924,2004
1925,2005
1926,2005
1926,2006
1927,2006
1927,2007
1928,2008
1929,2008
1929,2009
1930,2009
1930,2010
1931,2011
1932,2011
1932,2012
1933,2012
1933,2013
1934,2014
1935,2014
1935,2015
1936,2015
1936,2016
1937,2017
1938,2017
1938,2018
1939,2019
1940,2019
1940,2020
1941,2020
1941,2021
1942,2022
1943,2022
1943,2023
1944,2024
1944,2024
1945,2025
1946,2025
1946,2026
1947,2027
1948,2027
1948,2028
1949,2028
1950,2029
1950,2030
1951,2030
1951,2031
1952,2032
1953,2032
1953,2033
1954,2034
1955,2034
1955,2035
1956,2035
1956,2036
1957,2037
1958,2037
1958,2038
1959,2039
1960,2039
1960,2040
1961,2040
1962,2041
1962,2042
1963,2042
1963,2043
1964,2044
1965,2044
1965,2045
1966,2046
1967,2046
1967,2047
1968,2048
1969,2048
1969,2049
1970,2050
1971,2050
1971,2051
1972,2051
1973,2052
1973,2053
1974,2053
1975,2054
1975,2055
1976,2056
1977,2056
1977,2057
1978,2058
1979,2058
1979,2059
1980,2060
1981,2060
1982,2061
1982,2062
1983,2063
1984,2063
1985,2064
1985,2065
1986,2066
1987,2066
1988,2067
1988,2068
1989,2069
1990,2070
1991,2070
1992,2071
1992,2072
1993,2073
1994,2074
1995,2074
1996,2075
1996,2076
1997,2077
1998,2078
1999,2079
2000,2080
2001,2080
2002,2081
2003,2082
2004,2083
2004,2084
2005,2085
2006,2086
2007,2087
2008,2088
2009,2089
2010,2089
2011,2090
2012,2091
2013,2092
2014,2093
2015,2094
2016,2095
2016,2096
2017,2097
2018,2098
2019,2099
2020,2100
2021,2101
2022,2102
2023,2103
2024,2104
2025,2105
2026,2106
2027,2107
2028,2108
2029,2109
2030,2110
2031,2111
2032,2112
2033,2113
2034,2114
2035,2115
2036,2116
2037,2117
2038,2118
2039,2119
2040,2120
2041,2121
2042,2122
2043,2123
2044,2124
2045,2125
2046,2126
2047,2127
2048,2128
2049,2129
2050,2130
2051,2131
2052,2132
2053,2133
2054,2134
2055,2135
2056,2136
2058,2137
2058,2138
2060,2139
2061,2140
2062,2141
2063,2142
2064,2143
2065,2145
2066,2146
2067,2147
2068,2148
2069,2149
2070,2150
2071,2151
2072,2152
2073,2153
2074,2154
2075,2155
2076,2156
2077,2157
2078,2158
2079,2159
2080,2160
2081,2161
2082,2162
2083,2163
2084,2164
2086,2165
2087,2166
2088,2168
2089,2169
2090,2170
2091,2171
2092,2172
2093,2173
2094,2174
2095,2175
2096,2176
2097,2177
2098,2178
2099,2179
2100,2180
2101,2181
2102,2182
2103,2183
2104,2184
2105,2185
2106,2186
2107,2187
2108,2188
2109,2189
2110,2190
2111,2191
2112,2192
2114,2194
2115,2195
2116,2196
2117,2197
2118,2198
2119,2199
2120,2200
2121,2201
2122,2202
2123,2203
2124,2204
2125,2205
2126,2206
2127,2207
2128,2208
2129,2209
2130,2210
2131,2211
2132,2212
2134,2213
2135,2214
2136,2215
2137,2217
2138,2218
2139,2219
2140,2220
2141,2221
2142,2222
2143,2223
2144,2224
2145,2225
2146,2226
2147,2227
2148,2228
2149,2229
2151,2230
2152,2231
2153,2232
2154,2234
2155,2235
2156,2236
2157,2237
2158,2238
2159,2239
2160,2240
2161,2241
2162,2242
2163,2243
2165,2244
2166,2245
2167,2246
2168,2248
2169,2249
2170,2250
2171,2251
2172,2252
2173,2253
2174,2254
2175,2255
2176,2256
2177,2257
2178,2258
2180,2259
2181,2260
2182,2262
2183,2263
2184,2264
2185,2265
2186,2266
2187,2267
2188,2268
2189,2269
2190,2270
2191,2271
2192,2272
2194,2273
